subscribers,company,jobTitle,schoolDegree,skill1,skill2,skill3,skill4,skill5,skill6
1979,Amazon,Data Science,other education,Data_Analysis,,SQL,Business_Intelligence,Machine_Learning,
1381,Facebook,Data Science,Master's Degree,Microsoft,Data_Analysis,,,Research,
463,Amazon,Data Science,Bachelor's Degree,Microsoft,,,,,
818,Facebook,Data Science,Master's Degree,Data_Analysis,,Microsoft,,Research,Analytics
890,Microsoft,Data Science,Master's Degree,Machine_Learning,Data_Science,,Management,Research,
1120,Amazon,Data Science,Master's Degree,,Analytics,Machine_Learning,Bigdata_and_AI,,Programming
616,Microsoft,Data Science,Doctoral Degree,,Machine_Learning,Statistics,Data_Analysis,Software,Data_Mining
751,Google,Data Science,other education,SQL,Python,Machine_Learning,Statistics,Analytics,Data_Mining
1165,Microsoft,Data Science,other education,Web_Development,,Analytics,Business_Intelligence,Strategy,
3543,Facebook,Data Science,Master's Degree,Analytics,Statistics,Management,,Strategy,Data_Mining
501,Microsoft,Data Science,Master's Degree,Python,Machine_Learning,SQL,Statistics,Data_Mining,Data_Analysis
1521,Amazon,Data Science,Master's Degree,,,Analytics,,,
623,Amazon,Data Science,Doctoral Degree,Leadership,Cloud_Computing,Machine_Learning,,Bigdata_and_AI,Research
381,,Data Science,Bachelor's Degree,,,,Machine_Learning,Data_Analysis,Programming
5186,Amazon,Data Science,Master's Degree,Business_Intelligence,,Strategy,Analytics,,Machine_Learning
711,Facebook,Data Science,Bachelor's Degree,Machine_Learning,Python,R,,,
1585,Facebook,Data Science,Master's Degree,,,,,Analytics,
1117,Google,Data Science,Master's Degree,Data_Analysis,,,,Analytics,
1253,Microsoft,Data Science,other education,Business_Intelligence,,Machine_Learning,,Software,Cloud_Computing
427,Facebook,Data Science,Master's Degree,Data_Analysis,R,Research,Machine_Learning,Microsoft,Python
1701,Facebook,Data Science,Master's Degree,Bigdata_and_AI,,Management,,,
16850,,Data Science,Doctoral Degree,Machine_Learning,Data_Mining,C,,Bigdata_and_AI,Data_Analysis
2296,Facebook,Data Science,Master's Degree,Analytics,Data_Analysis,,Strategy,Management,Business_Intelligence
9158,Amazon,Data Science,Doctoral Degree,Matlab,R,Machine_Learning,,Data_Mining,Bigdata_and_AI
1373,Facebook,Data Science,Doctoral Degree,,,,,Management,
1309,Amazon,Data Science,Doctoral Degree,,Analytics,Strategy,,,
2061,Microsoft,Data Science,Master's Degree,Analytics,Bigdata_and_AI,Management,,Strategy,Marketing
590,Amazon,Data Science,Master's Degree,,,Business_Intelligence,Data_Mining,Data_Analysis,Analytics
2663,Facebook,Data Science,Bachelor's Degree,,,,Marketing,,
3054,Amazon,Data Science,Master's Degree,,,Python,Statistics,Data_Science,Data_Analysis
949,Amazon,Data Science,Master's Degree,,Data_Analysis,Data_Mining,,Analytics,Management
1300,Amazon,Data Science,Master's Degree,,,Strategy,Management,,Research
2883,Facebook,Data Science,Bachelor's Degree,,,,,,Strategy
1247,Facebook,Data Science,Master's Degree,Data_Analysis,Analytics,Matlab,Management,,Statistics
808,Facebook,Data Science,Master's Degree,,,Data_Mining,Statistics,Data_Analysis,Analytics
3436,Google,Data Science,other education,,,Analytics,,Software,
1243,Facebook,Data Science,Doctoral Degree,,Data_Mining,Statistics,Data_Analysis,,Analytics
1525,Facebook,Data Science,Master's Degree,,Strategy,Data_Analysis,Management,,Analytics
5275,Google,Data Science,Master's Degree,,Cloud_Computing,Software,Bigdata_and_AI,,
1308,Microsoft,Data Science,Master's Degree,Machine_Learning,Data_Structure,Python,,Data_Analysis,Software
57244,Amazon,Data Science,Master's Degree,Strategy,,,Business_Intelligence,Management,Data_Analysis
558,Amazon,Data Science,Master's Degree,,,Marketing,,,
1089,Microsoft,Data Science,Bachelor's Degree,Analytics,,Data_Analysis,Business_Intelligence,Management,
14334,Google,Data Science,Doctoral Degree,,,Data_Mining,Bigdata_and_AI,Machine_Learning,Statistics
1127,Facebook,Data Science,Doctoral Degree,C,Python,,Programming,Software,Data_Analysis
4660,Google,Data Science,Master's Degree,,Business_Intelligence,Hadoop,Data_Analysis,Analytics,Management
631,Facebook,Data Science,Master's Degree,Data_Analysis,SQL,,Analytics,Machine_Learning,Statistics
1048,Microsoft,Data Science,other education,Machine_Learning,Data_Mining,,,,Software
1121,Google,Data Science,Master's Degree,,,,Data_Analysis,,
2682,Amazon,Data Science,Master's Degree,Python,,Machine_Learning,,Data_Analysis,
5720,Facebook,Data Science,Master's Degree,Analytics,Data_Mining,,Data_Analysis,,Statistics
541,Facebook,Data Science,other education,Python,SQL,,,CSS,HTML
3189,Facebook,Data Science,Master's Degree,Business_Intelligence,,Leadership,,Management,Strategy
2719,Microsoft,Data Science,Doctoral Degree,Research,,Data_Analysis,Statistics,,Machine_Learning
642,Google,Data Science,Master's Degree,R,Analytics,SQL,,Statistics,Data_Analysis
1909,Amazon,Data Science,Master's Degree,SQL,Python,Analytics,Data_Science,Machine_Learning,Data_Analysis
904,Google,Data Science,Doctoral Degree,,R,Data_Mining,,Machine_Learning,Statistics
566,Facebook,Data Science,Bachelor's Degree,Data_Analysis,,Analytics,Statistics,,Management
602,Amazon,Data Science,Master's Degree,R,SQL,,,Data_Analysis,Statistics
633,Facebook,Data Science,Doctoral Degree,,Matlab,,Bigdata_and_AI,,
2020,Facebook,Data Science,Master's Degree,Machine_Learning,Bigdata_and_AI,,,Data_Mining,Data_Analysis
530,Facebook,Data Science,Bachelor's Degree,Data_Analysis,Analytics,SQL,Statistics,,
9157,Google,Data Science,Bachelor's Degree,Analytics,,Python,,Data_Mining,Data_Analysis
4046,Facebook,Data Science,Doctoral Degree,,Data_Mining,Data_Science,Statistics,Data_Analysis,Analytics
875,Facebook,Data Science,Master's Degree,,,,,Data_Mining,Analytics
3860,Facebook,Data Science,Doctoral Degree,,,Data_Mining,Bigdata_and_AI,Machine_Learning,Software
577,Amazon,Data Science,Master's Degree,Python,,SQL,Analytics,,
777,Facebook,Data Science,Master's Degree,Management,Business_Intelligence,Data_Science,,,Research
1275,Microsoft,Data Science,Master's Degree,Machine_Learning,Python,,Data_Analysis,Statistics,Research
695,Facebook,Data Science,Doctoral Degree,Statistics,Data_Analysis,Python,Research,,Machine_Learning
1003,Google,Data Science,Master's Degree,,Leadership,Microsoft,Strategy,Management,
2664,Microsoft,Data Science,Doctoral Degree,,,Machine_Learning,Data_Mining,Analytics,Bigdata_and_AI
7990,Google,Data Science,Master's Degree,,,,Strategy,Management,Leadership
1472,Amazon,Data Science,Master's Degree,Python,Data_Science,,Statistics,Machine_Learning,Data_Analysis
4297,Google,Data Science,Master's Degree,Management,Analytics,,,Strategy,
971,Facebook,Data Science,Bachelor's Degree,Research,,,,,
4239,Amazon,Data Science,Master's Degree,,,Management,,Strategy,
4232,Google,Data Science,Master's Degree,Business_Intelligence,Cloud_Computing,Machine_Learning,Bigdata_and_AI,Analytics,
872,Amazon,Data Science,Bachelor's Degree,Analytics,Strategy,Management,Data_Science,Data_Analysis,
1032,Google,Data Science,Bachelor's Degree,Python,R,SQL,Statistics,,Data_Analysis
1117,,Data Science,Bachelor's Degree,Machine_Learning,Statistics,Python,Data_Analysis,Research,Bigdata_and_AI
604,Microsoft,Data Science,Master's Degree,Cloud_Computing,Bigdata_and_AI,,Business_Intelligence,Data_Analysis,Machine_Learning
2721,Amazon,Data Science,Master's Degree,Leadership,,,,Strategy,Management
2160,Google,Data Science,Doctoral Degree,Machine_Learning,R,Data_Analysis,Research,,
1061,Facebook,Data Science,Master's Degree,Web_Development,,Strategy,Analytics,Data_Analysis,Research
2289,Facebook,Data Science,Bachelor's Degree,Management,,,,,Analytics
724,Microsoft,Data Science,Master's Degree,Data_Science,,Strategy,Analytics,,Data_Analysis
1031,Facebook,Data Science,other education,Data_Analysis,Matlab,,Analytics,Statistics,Research
462,Facebook,Data Science,Doctoral Degree,Data_Analysis,,Research,,Statistics,
787,Amazon,Data Science,Master's Degree,Data_Science,Management,,Statistics,Data_Analysis,
839,Amazon,Data Science,other education,Machine_Learning,,Management,,Data_Analysis,
5210,Google,Data Science,Doctoral Degree,Leadership,,Data_Analysis,Management,,Strategy
2289,Google,Data Science,Master's Degree,,Python,Data_Science,Data_Mining,Analytics,Bigdata_and_AI
523,Facebook,Data Science,Master's Degree,,Strategy,,Data_Analysis,,Analytics
591,Amazon,Data Science,Master's Degree,Python,SQL,Statistics,,,
1608,Amazon,Data Science,Doctoral Degree,,,Machine_Learning,Research,,Data_Analysis
352,Facebook,Data Science,Master's Degree,SQL,,R,Machine_Learning,Statistics,Microsoft
938,Google,Data Science,Doctoral Degree,Statistics,Research,R,Data_Analysis,,Management
433,Google,Data Science,Master's Degree,Data_Analysis,,R,Analytics,Statistics,Programming
3436,Amazon,Data Science,Master's Degree,Statistics,Data_Mining,Machine_Learning,Analytics,,Bigdata_and_AI
1490,Facebook,Data Science,Master's Degree,R,Statistics,Data_Analysis,Programming,Data_Mining,Matlab
540,Google,Data Science,Master's Degree,Data_Analysis,R,SQL,,,Marketing
539,Microsoft,Data Science,Master's Degree,Microsoft,Web_Development,Python,,Data_Analysis,Statistics
779,Facebook,Data Science,Bachelor's Degree,Microsoft,Data_Analysis,,,,Analytics
2808,Facebook,Data Science,Master's Degree,,,Strategy,,,Analytics
676,Facebook,Data Science,Doctoral Degree,Machine_Learning,Statistics,Matlab,Data_Mining,Data_Analysis,
451,Facebook,Data Science,Doctoral Degree,SQL,Analytics,Statistics,,,
492,Facebook,Data Science,Bachelor's Degree,Data_Analysis,Research,Statistics,,,
5534,Microsoft,Data Science,other education,Microsoft,SQL,C,Data_Mining,Machine_Learning,Data_Science
693,Google,Data Science,Master's Degree,,,Microsoft,Data_Analysis,Analytics,
300,Facebook,Data Science,Doctoral Degree,Python,HTML,R,,Programming,Data_Analysis
350,Google,Data Science,Doctoral Degree,Statistics,Data_Analysis,,,,
1963,Facebook,Data Science,Bachelor's Degree,,,Research,Strategy,,
1181,Facebook,Data Science,Master's Degree,,Management,R,,Data_Analysis,Statistics
782,Facebook,Data Science,Bachelor's Degree,Programming,,Microsoft,,Data_Analysis,
707,Google,Data Science,Bachelor's Degree,Data_Analysis,,Statistics,,SQL,Python
8038,,Data Science,Master's Degree,,,Statistics,Bigdata_and_AI,Machine_Learning,Data_Mining
3234,Microsoft,Data Science,Doctoral Degree,Data_Science,Research,Statistics,Data_Analysis,,Analytics
540,Google,Data Science,Master's Degree,,Data_Science,Analytics,Statistics,Data_Mining,Machine_Learning
1173,Amazon,Data Science,other education,Python,,,Programming,Data_Science,Machine_Learning
1143,Facebook,Data Science,Master's Degree,Research,,Data_Analysis,,,SQL
405,Amazon,Data Science,Master's Degree,,Microsoft,,Management,Analytics,
753,Google,Data Science,Master's Degree,,Analytics,SQL,Marketing,,
1231,Facebook,Data Science,other education,SQL,Business_Intelligence,Python,,Data_Analysis,Analytics
3640,Amazon,Data Science,Doctoral Degree,,Matlab,C,,,Machine_Learning
1615,Amazon,Data Science,Master's Degree,,,Leadership,,Analytics,Strategy
1833,Microsoft,Data Science,Doctoral Degree,Programming,Research,Data_Analysis,,,Data_Mining
3624,Facebook,Data Science,Master's Degree,,Strategy,Research,,,Analytics
12914,Google,Data Science,other education,Bigdata_and_AI,,Python,,Machine_Learning,Software
378,Amazon,Data Science,Master's Degree,,,,Statistics,,
1720,Microsoft,Data Science,Doctoral Degree,Analytics,Leadership,Strategy,Research,Management,Marketing
2566,Amazon,Data Science,Master's Degree,Software,Cloud_Computing,,,,
1034,Amazon,Data Science,Master's Degree,SQL,Data_Analysis,,Data_Mining,Analytics,Programming
954,Microsoft,Data Science,Master's Degree,,Data_Analysis,,Analytics,,
1871,Google,Data Science,Master's Degree,R,Data_Analysis,Matlab,Data_Mining,,Statistics
1700,Facebook,Data Science,Master's Degree,Statistics,Data_Science,Analytics,Programming,,
1299,Amazon,Data Science,Master's Degree,Analytics,,,Statistics,Strategy,Management
2664,Facebook,Data Science,Master's Degree,Management,Data_Science,Python,,,Software
1237,Facebook,Data Science,Doctoral Degree,,Research,Data_Analysis,Statistics,Analytics,Data_Mining
859,Facebook,Data Science,Bachelor's Degree,Data_Analysis,,,,Management,
28866,Google,Data Science,Bachelor's Degree,Cloud_Computing,Management,,Web_Development,,Software
1107,,Data Science,Bachelor's Degree,Leadership,,Research,,Data_Analysis,
358,Facebook,Data Science,other education,Python,Matlab,,,Data_Analysis,Research
630,Facebook,Data Science,Master's Degree,,R,SQL,Marketing,,Statistics
4949,Microsoft,Data Science,Master's Degree,Microsoft,Cloud_Computing,,,Software,
610,Facebook,Data Science,Bachelor's Degree,,Python,,,Data_Analysis,Analytics
876,Facebook,Data Science,Master's Degree,,Hadoop,,Machine_Learning,Data_Mining,Data_Analysis
1472,Facebook,Data Science,Doctoral Degree,,,R,Statistics,,Data_Analysis
1367,Facebook,Data Science,other education,Python,,Data_Analysis,,Machine_Learning,Data_Science
650,Facebook,Data Science,Bachelor's Degree,Leadership,Analytics,R,Research,Data_Analysis,
1013,Facebook,Data Science,Doctoral Degree,,,Strategy,Analytics,Management,Research
978,Facebook,Data Science,Master's Degree,SQL,R,Statistics,Business_Intelligence,,Management
1680,Microsoft,Data Science,Doctoral Degree,,,Machine_Learning,Statistics,Management,Data_Science
698,Facebook,Data Science,other education,Leadership,Management,Data_Analysis,,Marketing,Web_Development
824,Facebook,Data Science,Bachelor's Degree,Python,Machine_Learning,Software,Data_Mining,Data_Science,
849,Microsoft,Data Science,Master's Degree,,,Machine_Learning,,,
3551,Amazon,Data Science,Doctoral Degree,Data_Science,R,,,Management,Analytics
407,Google,Data Science,Master's Degree,Statistics,Data_Analysis,R,Research,Machine_Learning,Programming
3299,Facebook,Data Science,other education,,Cloud_Computing,,Bigdata_and_AI,,Machine_Learning
1560,Google,Data Science,Bachelor's Degree,Matlab,R,C,Machine_Learning,Data_Analysis,Research
1037,Facebook,Data Science,other education,,R,,Statistics,Data_Analysis,Analytics
1298,Facebook,Data Science,Doctoral Degree,,,Bigdata_and_AI,Data_Mining,Data_Science,Machine_Learning
1081,Facebook,Data Science,Doctoral Degree,,Matlab,,Machine_Learning,Data_Analysis,Statistics
1746,Amazon,Data Science,Master's Degree,Data_Analysis,Statistics,R,,,Management
924,Facebook,Data Science,Master's Degree,SQL,Data_Analysis,Machine_Learning,,Statistics,Data_Science
2012,Google,Data Science,Doctoral Degree,Analytics,,Bigdata_and_AI,Research,Management,Strategy
2007,Amazon,Data Science,Master's Degree,Data_Science,,,,,
1459,Amazon,Data Science,other education,Analytics,,,Management,,Business_Intelligence
1393,Microsoft,Data Science,Master's Degree,,Microsoft,,Data_Analysis,Research,Strategy
1292,Facebook,Data Science,Bachelor's Degree,,,,Machine_Learning,Bigdata_and_AI,Data_Mining
862,,Data Science,Doctoral Degree,Data_Analysis,Python,,Statistics,Research,Machine_Learning
10890,Microsoft,Data Science,Doctoral Degree,Data_Science,Machine_Learning,,Statistics,,Data_Mining
584,Google,Data Science,Master's Degree,R,,Matlab,Bigdata_and_AI,Data_Analysis,Machine_Learning
1764,Google,Data Science,other education,Data_Analysis,Analytics,Machine_Learning,,,
462,Microsoft,Data Science,Master's Degree,R,Python,Data_Analysis,Strategy,Management,Analytics
7837,Microsoft,Data Science,Master's Degree,,Machine_Learning,Bigdata_and_AI,Data_Analysis,Data_Mining,
2804,Microsoft,Data Science,Master's Degree,R,SQL,Data_Science,Programming,Research,
2724,Google,Data Science,Master's Degree,Analytics,Management,Data_Analysis,R,Python,
919,Microsoft,Data Science,Doctoral Degree,Python,,Machine_Learning,,,
1181,Facebook,Data Science,Master's Degree,Statistics,Machine_Learning,R,Research,Data_Analysis,Data_Mining
1547,Microsoft,Data Science,Doctoral Degree,Machine_Learning,,Data_Science,,Data_Analysis,Statistics
1395,Facebook,Data Science,other education,Data_Analysis,R,Statistics,Analytics,,Research
3160,Amazon,Data Science,other education,,,,,Marketing,Management
1584,Facebook,Data Science,Doctoral Degree,,,Matlab,,,
1172,Facebook,Data Science,Master's Degree,,,Business_Intelligence,Analytics,Machine_Learning,Cloud_Computing
1397,Google,Data Science,Doctoral Degree,,Data_Mining,,Analytics,Strategy,Data_Analysis
707,Google,Data Science,other education,R,,Data_Science,Data_Analysis,Research,Statistics
800,Facebook,Data Science,Doctoral Degree,Analytics,Data_Mining,Web_Development,Data_Analysis,Management,
856,Facebook,Data Science,other education,,Analytics,,,Management,Strategy
1314,Facebook,Data Science,Bachelor's Degree,,,Management,,,
1531,Google,Data Science,Master's Degree,Cloud_Computing,,Data_Analysis,,Software,Web_Development
848,Facebook,Data Science,Master's Degree,Data_Analysis,Microsoft,,Analytics,Statistics,Management
631,Microsoft,Data Science,Master's Degree,,Data_Analysis,,,Machine_Learning,C
837,Microsoft,Data Science,Master's Degree,Business_Intelligence,Data_Science,Analytics,,,Management
917,Facebook,Data Science,Bachelor's Degree,,Data_Analysis,Management,,,
707,Facebook,Data Science,Doctoral Degree,Python,,SQL,Data_Mining,Machine_Learning,Programming
567,Google,Data Science,Master's Degree,Java,Data_Analysis,Management,,Android_Development,
441,Amazon,Data Science,other education,Python,SQL,,Business_Intelligence,Data_Analysis,Programming
1107,Amazon,Data Science,other education,,Hadoop,,,Bigdata_and_AI,Software
1694,Amazon,Data Science,Master's Degree,Data_Analysis,Python,SQL,Programming,Research,Management
1204,Microsoft,Data Science,other education,Machine_Learning,Python,Data_Science,Bigdata_and_AI,Analytics,Data_Analysis
6676,Microsoft,Data Science,other education,Data_Analysis,,Programming,Analytics,Data_Structure,
2181,Amazon,Data Science,other education,,Data_Mining,Research,Data_Analysis,Statistics,Analytics
1901,Facebook,Data Science,Doctoral Degree,Analytics,Data_Mining,Data_Analysis,Machine_Learning,,Bigdata_and_AI
1246,Microsoft,Data Science,other education,Business_Intelligence,Management,Analytics,,,
336,Facebook,Data Science,Doctoral Degree,Management,,,,,
688,Microsoft,Data Science,Doctoral Degree,,Data_Mining,R,Statistics,Research,Analytics
2137,Amazon,Data Science,Doctoral Degree,Python,Machine_Learning,Statistics,,,
309,Google,Data Science,Master's Degree,R,,Python,,Data_Analysis,Machine_Learning
,Microsoft,Data Science,Master's Degree,,Analytics,,Management,,
698,Microsoft,Data Science,Master's Degree,Machine_Learning,,Python,Data_Analysis,,
3006,Facebook,Data Science,Master's Degree,,,Machine_Learning,Data_Mining,Statistics,Data_Analysis
1126,Microsoft,Data Science,Master's Degree,Python,R,SQL,Data_Analysis,,Management
1574,Amazon,Data Science,Master's Degree,Data_Mining,,,Analytics,,Data_Analysis
1937,Microsoft,Data Science,Bachelor's Degree,Business_Intelligence,Analytics,,Strategy,,Management
1299,Amazon,Data Science,Master's Degree,,Management,,Strategy,Analytics,Data_Analysis
677,Microsoft,Data Science,Master's Degree,Statistics,Data_Analysis,Python,,Programming,
736,Google,Data Science,Master's Degree,R,,SQL,Analytics,Bigdata_and_AI,Data_Analysis
5112,Microsoft,Data Science,Doctoral Degree,Machine_Learning,,Data_Analysis,,Research,
1768,Facebook,Data Science,Doctoral Degree,,Research,Statistics,,Bigdata_and_AI,Machine_Learning
1109,Facebook,Data Science,Bachelor's Degree,Matlab,Data_Analysis,,,,
5410,Amazon,Data Science,Master's Degree,,Management,Strategy,,,
1106,Facebook,Data Science,Bachelor's Degree,Microsoft,Data_Mining,Leadership,Analytics,Data_Analysis,
2766,Facebook,Data Science,Bachelor's Degree,,Research,,,,
1555,Amazon,Data Science,other education,Data_Analysis,Data_Mining,Statistics,Machine_Learning,Management,Analytics
